Issue,Date,Words,Title,Author
Vol. 13 No. 4,21 February 1991,2452,Post-Modernism and the Law,Robert Post
Vol. 13 No. 4,21 February 1991,4194,"Rowley Arenstein, friend of Mandela, supporter of Buthelezi, talks to R.W. Johnson",R.W. Johnson
Vol. 13 No. 4,21 February 1991,2210,"Veni, Vidi, Video",Sean Maguire
Vol. 13 No. 4,21 February 1991,157,Poem: ‘Letter’,Stephen Gray
Vol. 13 No. 5,7 March 1991,2922,Adventures at the End of Time,Angela Carter
Vol. 13 No. 5,7 March 1991,3599,"Edward Said, an American and an Arab, writes on the eve of the Iraqi-Soviet peace talks",Edward Said
Vol. 13 No. 5,7 March 1991,1564,Vérités Bergères,Frank Kermode
Vol. 13 No. 5,7 March 1991,3029,Poor George,Geoffrey Hawthorn
Vol. 13 No. 5,7 March 1991,2627,Knights of the King and Keys,Ian Aitken
Vol. 13 No. 5,7 March 1991,3841,Silly Buggers,James Fox
Vol. 13 No. 5,7 March 1991,2507,Gissing may damage your health,Jane Miller
Vol. 13 No. 5,7 March 1991,4149,What happened to Gorbachev,John Lloyd
Vol. 13 No. 5,7 March 1991,123,Poem: ‘Affirmative Action’,Mark Ford
Vol. 13 No. 5,7 March 1991,2396,Smelling the Gospel,Patrick Collinson
Vol. 13 No. 5,7 March 1991,3463,Bunfights,Paul Foot
Vol. 13 No. 5,7 March 1991,5074,Kermode’s Changing Times,P.N. Furbank
Vol. 13 No. 5,7 March 1991,3054,Radical Democrats,Ross McKibbin
Vol. 13 No. 5,7 March 1991,546,Three Poems,Selima Hill
Vol. 13 No. 5,7 March 1991,1104,Three Poems,Tom Paulin
Vol. 13 No. 5,7 March 1991,1463,Jerusalem Diary,Zvi Jagendorf
Vol. 13 No. 6,21 March 1991,601,Two Poems,Alistair Elliot
Vol. 13 No. 6,21 March 1991,2539,Diary,Anthony Parsons
Vol. 13 No. 6,21 March 1991,2159,Peripheries,Charles Rzepka
Vol. 13 No. 6,21 March 1991,3022,Six hands at an open door,David Trotter
Vol. 13 No. 6,21 March 1991,1858,Endearingness,Donald Davie
Vol. 13 No. 6,21 March 1991,820,Yodelling in Heaven,Glen Baxter
Vol. 13 No. 6,21 March 1991,3012,Poem: ‘Psychological Warfare’,Henry Reed
Vol. 13 No. 6,21 March 1991,2409,One for the road,Ian Hamilton
Vol. 13 No. 6,21 March 1991,2921,Resentment,John Sutherland
Vol. 13 No. 6,21 March 1991,3376,Literary Supplements,Karl Miller
Vol. 13 No. 6,21 March 1991,1885,Lynn Barber of the ‘Independent on Sunday’ defends the indefensible,Lynn Barber
Vol. 13 No. 6,21 March 1991,3091,Taking it up again,Margaret Anne Doody
Vol. 13 No. 6,21 March 1991,2690,They were all drunk,Michael Brock
Vol. 13 No. 6,21 March 1991,54,Poem: ‘Now read on’,Neil Rennie
Vol. 13 No. 6,21 March 1991,2177,Among the quilters,Peter Campbell
Vol. 13 No. 6,21 March 1991,2679,Head over heart for Europe,Peter Pulzer
Vol. 13 No. 6,21 March 1991,2123,Doing the bores,Rosemary Ashton
Vol. 13 No. 6,21 March 1991,89,Poem: ‘Plates’,Susan Wicks
Vol. 13 No. 7,4 April 1991,1855,Parsi Magic,Amit Chaudhuri
Vol. 13 No. 7,4 April 1991,3939,Jackson breaks the ice,Andrew Forge
Vol. 13 No. 7,4 April 1991,4264,"Bravo, old sport",Christopher Hitchens
Vol. 13 No. 7,4 April 1991,1574,On the white strand,Denis Donoghue
Vol. 13 No. 7,4 April 1991,2207,"‘Turbot, sir,’ said the waiter",E.S. Turner
Vol. 13 No. 7,4 April 1991,4262,George Ball on the Middle East,George Ball
Vol. 13 No. 7,4 April 1991,2349,Follies,George Melly
Vol. 13 No. 7,4 April 1991,3228,Lucifer,John Dunn
Vol. 13 No. 7,4 April 1991,1889,There was and there was not,Jonathan Coe
Vol. 13 No. 7,4 April 1991,2398,How smart was Poussin?,Malcolm Bull
Vol. 13 No. 7,4 April 1991,2449,Measuring up,Nicholas Penny
Vol. 13 No. 7,4 April 1991,1604,Flights of the Enchanter,Noël Annan
Vol. 13 No. 7,4 April 1991,2809,Embracing Islam,Patrick Parrinder
Vol. 13 No. 7,4 April 1991,1190,Happier Days,Rosalind Mitchison
Vol. 13 No. 7,4 April 1991,2649,Diary,Stephen Sackur
Vol. 13 No. 8,25 April 1991,2936,True Words,A.D. Nuttall
Vol. 13 No. 8,25 April 1991,2545,The point of it all,Asa Briggs
Vol. 13 No. 8,25 April 1991,7259,Old Literature and its Enemies,Claude Rawson
Vol. 13 No. 8,25 April 1991,2017,Anglophobics,Douglas Johnson
Vol. 13 No. 8,25 April 1991,1834,Shakespeare’s Sister,Elaine Showalter
Vol. 13 No. 8,25 April 1991,2104,"Georgie came, Harry went",Frank Kermode
Vol. 13 No. 8,25 April 1991,2574,Diary,Hilary Gaskin
Vol. 13 No. 8,25 April 1991,1905,John Bayley writes about Graham Greene,John Bayley
Vol. 13 No. 8,25 April 1991,2620,Pork Chops,John Bayley
Vol. 13 No. 8,25 April 1991,1955,Chinese Leaps,Jon Elster
Vol. 13 No. 8,25 April 1991,2692,Silly Willy,Jonathan Bate
Vol. 13 No. 8,25 April 1991,113,Poem: ‘Funny Peculiar’,Mark Ford
Vol. 13 No. 8,25 April 1991,2086,Haig-bashing,Michael Howard
Vol. 13 No. 8,25 April 1991,2883,Darkness and a slippery place,Robert Alter
Vol. 13 No. 8,25 April 1991,209,Love Poems for Alice with Old Cars,Robert Crawford
Vol. 13 No. 8,25 April 1991,2966,With or without the workers,Ross McKibbin
Vol. 13 No. 8,25 April 1991,1227,Tam Dalyell gives reasons for postponing a Te Deum,Tam Dalyell
Vol. 13 No. 8,25 April 1991,2755,Impossibilities,Walter Nash
Vol. 13 No. 9,9 May 1991,2100,Human Rights and Wrongs,Alexander Cockburn
Vol. 13 No. 9,9 May 1991,3578,"‘Abu Nidal, Abu Shmidal’",Avi Shlaim
Vol. 13 No. 9,9 May 1991,2589,Imagining an orgasm,Colin McGinn
Vol. 13 No. 9,9 May 1991,332,Poem: ‘Muse’,Craig Raine
Vol. 13 No. 9,9 May 1991,3225,A heart with testicles,D.J. Enright
Vol. 13 No. 9,9 May 1991,2724,Elizabeth’s Chamber,Frank Kermode
Vol. 13 No. 9,9 May 1991,2826,Scribing the Pharisees,Hyam Maccoby
Vol. 13 No. 9,9 May 1991,2662,Fudging the news,J. Arch Getty
Vol. 13 No. 9,9 May 1991,2868,Roadblocks,Jeremy Harding
Vol. 13 No. 9,9 May 1991,2212,Ng,John Lanchester
Vol. 13 No. 9,9 May 1991,2424,Like books along a bookshelf,Mark Ridley
Vol. 13 No. 9,9 May 1991,2654,Speaking up for Latin and Greek,Mary Beard
Vol. 13 No. 9,9 May 1991,1999,Missing Pieces,Patrick Parrinder
Vol. 13 No. 9,9 May 1991,9646,Nation-States and National Identity,Perry Anderson
Vol. 13 No. 9,9 May 1991,3532,Making faces,Philip Horne
Vol. 13 No. 9,9 May 1991,2535,Zakho Diary,Tom Carver
Vol. 13 No. 10,23 May 1991,2388,Music as Message,Asa Briggs
Vol. 13 No. 10,23 May 1991,3279,Ancient Orthodoxies,C.K. Stead
Vol. 13 No. 10,23 May 1991,2718,Home-breaking,Danny Karlin
Vol. 13 No. 10,23 May 1991,1917,Can rebels be happy?,D.J. Enright
Vol. 13 No. 10,23 May 1991,2738,What difference did she make?,Eric Hobsbawm
Vol. 13 No. 10,23 May 1991,455,Two Poems,Gavin Ewart
Vol. 13 No. 10,23 May 1991,525,Poem: ‘The Accomplices’,James Lasdun
Vol. 13 No. 10,23 May 1991,2238,Pals,John Bayley
Vol. 13 No. 10,23 May 1991,4180,Saint Terence,Jonathan Bate
Vol. 13 No. 10,23 May 1991,3109,Among the Bobcats,Mark Ford
Vol. 13 No. 10,23 May 1991,4130,"Faith, Hope and Probability",Mary Douglas
Vol. 13 No. 10,23 May 1991,3238,Montale’s Eastbourne,Michael Hofmann
Vol. 13 No. 10,23 May 1991,2542,Happy Few,Patricia Beer
Vol. 13 No. 10,23 May 1991,2576,After the Wall,Peter Pulzer
Vol. 13 No. 10,23 May 1991,1226,Bernie’s War,Philip Purser
Vol. 13 No. 10,23 May 1991,3346,Mozart’s Rascal,Roger Parker
Vol. 13 No. 10,23 May 1991,2420,Mansions in Bloom,Ruth Richardson
Vol. 13 No. 10,23 May 1991,2602,Khorramshahr Diary,Stephen Sackur
Vol. 13 No. 11,13 June 1991,3354,Basismo,Anthony Pagden
Vol. 13 No. 11,13 June 1991,3802,Matrioshki,Craig Raine
Vol. 13 No. 11,13 June 1991,1043,Bloom’s Bible,Donald Davie
Vol. 13 No. 11,13 June 1991,2115,Uncle William,E.S. Turner
Vol. 13 No. 11,13 June 1991,330,Poem: ‘Dogs’,Fiona Pitt-Kethley
Vol. 13 No. 11,13 June 1991,3745,With or without the ANC,Heribert Adam
Vol. 13 No. 11,13 June 1991,2156,The Last Georgian,John Bayley
Vol. 13 No. 11,13 June 1991,1984,Bourgeois Masterpieces,Julian Symons
Vol. 13 No. 11,13 June 1991,1949,Pretenders,Kenneth Fowler
Vol. 13 No. 11,13 June 1991,3015,Kundera’s Man of Feeling,Michael Wood
Vol. 13 No. 11,13 June 1991,2287,Living within the truth,Onora O’Neill
Vol. 13 No. 11,13 June 1991,2315,It’s only a paper moon,Patrick Parrinder
Vol. 13 No. 11,13 June 1991,1874,Videonazis,Philip Purser
Vol. 13 No. 11,13 June 1991,2563,Where Colombia screwed up,Roger Garfitt
Vol. 13 No. 11,13 June 1991,3870,A Favourite of the Laws,Ruth Bernard Yeazell
Vol. 13 No. 11,13 June 1991,2286,Show us your corpses,Sam Miller
Vol. 13 No. 11,13 June 1991,2449,Playmates,Theodore Zeldin
Vol. 13 No. 11,13 June 1991,2592,Diary,Tim Gardam
Vol. 13 No. 12,27 June 1991,171,Poem: ‘A Family Wireless’,Alistair Elliot
Vol. 13 No. 12,27 June 1991,247,Poem: ‘An Unclosed Door’,Allen Curnow
Vol. 13 No. 12,27 June 1991,1705,"Andrew Forge writes about the painter Frank Auerbach and the writer Robert Hughes, and about works of art in a dark age",Andrew Forge
Vol. 13 No. 12,27 June 1991,558,Some words on the death of Lawrence Gowing,Andrew Forge
Vol. 13 No. 12,27 June 1991,2496,Rites of Passage,Anthony Quinn
Vol. 13 No. 12,27 June 1991,1993,Bad Habits,Basil Davidson
Vol. 13 No. 12,27 June 1991,773,Robert and Randy,Carey Harrison
Vol. 13 No. 12,27 June 1991,2355,Interdisciplinarity,Dinah Birch
Vol. 13 No. 12,27 June 1991,2588,Much to be endured,D.J. Enright
Vol. 13 No. 12,27 June 1991,2554,A Waistcoat soaked in Tears,Douglas Johnson
Vol. 13 No. 12,27 June 1991,1868,Beau Beverley,George Melly
Vol. 13 No. 12,27 June 1991,3105,Scottish Men and Scottish Women,Jenny Turner
Vol. 13 No. 12,27 June 1991,2491,Too hard for our kind of mind?,Jerry Fodor
Vol. 13 No. 12,27 June 1991,2644,Down Dalston Lane,Neal Ascherson
Vol. 13 No. 12,27 June 1991,2084,Lunchtime No News,Paul Foot
Vol. 13 No. 12,27 June 1991,2474,The Auto-Erotic Device and the Whisky Bottle,Peter Campbell
Vol. 13 No. 12,27 June 1991,2685,Radio Fun,Philip Purser
Vol. 13 No. 12,27 June 1991,570,Beyond Paris,Richard Cobb
Vol. 13 No. 12,27 June 1991,1556,Cookson County,Rosalind Mitchison
Vol. 13 No. 12,27 June 1991,2765,Ariel Diary,Stephen Sackur
Vol. 13 No. 12,27 June 1991,2111,Roses,Stephen Wall
Vol. 13 No. 12,27 June 1991,2556,Easter Island Revisited,Tam Dalyell
Vol. 13 No. 12,27 June 1991,1930,Falling in love with a member of Brooks’s,T.J. Binyon
Vol. 13 No. 13,11 July 1991,2560,Diary,Alexander Cockburn
Vol. 13 No. 13,11 July 1991,680,Three Poems,Alistair Elliot
Vol. 13 No. 13,11 July 1991,2027,Dying Africa,Basil Davidson
Vol. 13 No. 13,11 July 1991,2940,Slick Chick,Elaine Showalter
Vol. 13 No. 13,11 July 1991,1460,Down there,Isabel Hilton
Vol. 13 No. 13,11 July 1991,2444,Answering back,James Campbell
Vol. 13 No. 13,11 July 1991,3259,Strangers,John Lanchester
Vol. 13 No. 13,11 July 1991,3770,Perestroika and its Discontents,John Lloyd
Vol. 13 No. 13,11 July 1991,3599,Self-Made Women,John Sutherland
Vol. 13 No. 13,11 July 1991,4224,Paradise Lost,Nicholas Everett
Vol. 13 No. 13,11 July 1991,3475,Death by erosion,Paul Seabright
Vol. 13 No. 13,11 July 1991,1336,Luck Dispensers,Penelope Fitzgerald
Vol. 13 No. 13,11 July 1991,3139,When Kissinger spied for Russia,Phillip Knightley
Vol. 13 No. 13,11 July 1991,4886,In Occupied Territory,Stephen Sackur
Vol. 13 No. 13,11 July 1991,2658,Welfare in America,William Plowden
Vol. 13 No. 14,25 July 1991,2801,Collapses of Civilisation,Anthony Snodgrass
Vol. 13 No. 14,25 July 1991,2557,Requiem far Yugoslavia,Branka Magas
Vol. 13 No. 14,25 July 1991,1557,Oliver’s Riffs,Charles Nicholl
Vol. 13 No. 14,25 July 1991,2142,Simply too exhausted,Christopher Hitchens
Vol. 13 No. 14,25 July 1991,3526,Bidding for Yoko,Gillon Aitken
Vol. 13 No. 14,25 July 1991,2324,Diary,John Bayley
Vol. 13 No. 14,25 July 1991,3236,Among the Sandemanians,John Hedley Brooke
Vol. 13 No. 14,25 July 1991,2967,The Party’s over,John Lloyd
Vol. 13 No. 14,25 July 1991,1846,City of Dust,Julian Symons
Vol. 13 No. 14,25 July 1991,3291,At least they paid their taxes,Linda Colley
Vol. 13 No. 14,25 July 1991,1552,Trick-taking,Michael Dummett
Vol. 13 No. 14,25 July 1991,2309,Doing blow,Michael Wood
Vol. 13 No. 14,25 July 1991,3010,Dismantling the class war,Paul Addison
Vol. 13 No. 14,25 July 1991,6915,Just one more species doing its best,Richard Rorty
Vol. 13 No. 14,25 July 1991,425,Poem: ‘New-Born’,Ruth Fainlight
Vol. 13 No. 14,25 July 1991,143,Poem: ‘My Hands’,Tariq Latif
Vol. 13 No. 14,25 July 1991,1569,On and off the page,Thomas Nagel
Vol. 13 No. 14,25 July 1991,2489,Stanley and the Women,Tony Gould
Vol. 13 No. 15,15 August 1991,2283,Showing the sights,D.J. Enright
Vol. 13 No. 15,15 August 1991,95,Poem: ‘Siren’,Hugo Williams
Vol. 13 No. 15,15 August 1991,3066,Two Men in a Boat,Ian Aitken
Vol. 13 No. 15,15 August 1991,2898,Constable’s Plenty,John Barrell
Vol. 13 No. 15,15 August 1991,3108,Down with DWEMs,John Sutherland
Vol. 13 No. 15,15 August 1991,2268,What’s wrong with rights?,Julia Annas
Vol. 13 No. 15,15 August 1991,1700,Making up,Julian Symons
Vol. 13 No. 15,15 August 1991,2709,Baghdad’s Ruling Cliques,Keith Kyle
Vol. 13 No. 15,15 August 1991,1948,Looking for the loo,Mary Beard
Vol. 13 No. 15,15 August 1991,2473,What’s it all for?,Mary Kaldor
Vol. 13 No. 15,15 August 1991,2827,Dazzling Philosophy,Michael Hofmann
Vol. 13 No. 15,15 August 1991,2357,Getting on with it,Patricia Beer
Vol. 13 No. 15,15 August 1991,1216,Good as boys,Penelope Fitzgerald
Vol. 13 No. 15,15 August 1991,2622,Hook and Crook,Peter Clarke
Vol. 13 No. 15,15 August 1991,3309,Derridiarry,Richard Stern
Vol. 13 No. 15,15 August 1991,3608,"Lions, Princes, Bosses",R.W. Johnson
Vol. 13 No. 15,15 August 1991,2886,Bags and Iron,Sylvia Lawson
Vol. 13 No. 15,15 August 1991,1886,Having Charlie,Tim Rowse
Vol. 13 No. 15,15 August 1991,2119,Why Bull was killed,Victor Mallet
Vol. 13 No. 16,29 August 1991,887,Two Poems,Alan Dixon
Vol. 13 No. 16,29 August 1991,2329,Wallflower,Anthony Quinn
Vol. 13 No. 16,29 August 1991,7050,Saint-Just’s Illusion – Interpretation and the Powers of Philosophy,Bernard Williams
Vol. 13 No. 16,29 August 1991,4303,Conrad Russell’s Civil War,Blair Worden
Vol. 13 No. 16,29 August 1991,6229,Samuel Johnson goes abroad,Claude Rawson
Vol. 13 No. 16,29 August 1991,3548,Constable’s Weather,David Sylvester
Vol. 13 No. 16,29 August 1991,2001,Not bothered,E.S. Turner
Vol. 13 No. 16,29 August 1991,3547,Britten when young,Frank Kermode
Vol. 13 No. 16,29 August 1991,2877,Diary,John Barrell
Vol. 13 No. 16,29 August 1991,2687,Stone Cold,Nicholas Wade
Vol. 13 No. 16,29 August 1991,2794,Dreams of Avarice,Patrick Parrinder
Vol. 13 No. 16,29 August 1991,1725,Voyage to Uchronia,Paul Delany
Vol. 13 No. 16,29 August 1991,4755,Russell and Ramsey,Ray Monk
Vol. 13 No. 16,29 August 1991,168,Poem: ‘The Crack’,Vicki Feaver
Vol. 13 No. 17,12 September 1991,3013,How to be your father’s mother,Adam Phillips
Vol. 13 No. 17,12 September 1991,2637,Saint Q,Alan Brien
Vol. 13 No. 17,12 September 1991,3608,Putting it on,David Marquand
Vol. 13 No. 17,12 September 1991,2808,As deadly as the male,D.J. Enright
Vol. 13 No. 17,12 September 1991,490,Two Poems,D.J. Enright
Vol. 13 No. 17,12 September 1991,1710,Desolation Studies,Edward Luttwak
Vol. 13 No. 17,12 September 1991,1918,In reverse,Frank Kermode
Vol. 13 No. 17,12 September 1991,2599,Rainbows,Graham Coster
Vol. 13 No. 17,12 September 1991,328,Poem: ‘L’Envoi’,Henry Reed
Vol. 13 No. 17,12 September 1991,2466,Oh my oh my oh my,John Lanchester
Vol. 13 No. 17,12 September 1991,1957,Moscow Diary,John Lloyd
Vol. 13 No. 17,12 September 1991,2818,A Life of Henry Reed,Jon Stallworthy
Vol. 13 No. 17,12 September 1991,2558,Australian Circles,Jonathan Coe
Vol. 13 No. 17,12 September 1991,2319,The brief possibility of a different kind of history,Julian Symons
Vol. 13 No. 17,12 September 1991,3621,Laundering Britain’s Past,Marilyn Butler
Vol. 13 No. 17,12 September 1991,1749,Watching a black man in the shower,Michael Wood
Vol. 13 No. 17,12 September 1991,1489,Fried Nappy,Penelope Fitzgerald
Vol. 13 No. 17,12 September 1991,2621,Aids in South Africa,R.W. Johnson
Vol. 13 No. 17,12 September 1991,2170,Word-Processing,Stephen Wall
Vol. 13 No. 18,26 September 1991,2566,Molly’s Methuselah,Frank Kermode
Vol. 13 No. 18,26 September 1991,297,Two Thomas Hardy Poems,Gavin Ewart
Vol. 13 No. 18,26 September 1991,3133,What will you do to keep the ship from foundering?,John Bayley
Vol. 13 No. 18,26 September 1991,3942,"Sod off, readers",John Sutherland
Vol. 13 No. 18,26 September 1991,4572,Communism’s Man of Letters,J.P. Stern
Vol. 13 No. 18,26 September 1991,2739,As seen on TV,Keith Kyle
Vol. 13 No. 18,26 September 1991,2743,Dangerous Misprints,M.F. Perutz
Vol. 13 No. 18,26 September 1991,2198,Something an academic might experience,Michael Neve
Vol. 13 No. 18,26 September 1991,2073,Looting the looters,Orlando Figes
Vol. 13 No. 18,26 September 1991,2125,Enough is enough,Patricia Beer
Vol. 13 No. 18,26 September 1991,2481,Absolute Modernity,Paul Driver
Vol. 13 No. 18,26 September 1991,6082,"Perry Anderson reflects on his experience of the Moscow coup, and of its failure, and considers Gorbachev’s failure and success",Perry Anderson
Vol. 13 No. 18,26 September 1991,1945,Thinking big,Peter Campbell
Vol. 13 No. 18,26 September 1991,1667,Out of a job in Aberdeen,Roger Penrose
Vol. 13 No. 18,26 September 1991,2585,Vilnius Diary,Sean Maguire
Vol. 13 No. 18,26 September 1991,2233,Schools of History,Walter Laqueur
Vol. 13 No. 19,10 October 1991,2226,Sweden’s Turn for the Worse,Alan Brownjohn
Vol. 13 No. 19,10 October 1991,2648,Gynaecological Proletarians,Anne Summers
Vol. 13 No. 19,10 October 1991,2486,Tales from the Bunker,Christopher Hitchens
Vol. 13 No. 19,10 October 1991,2788,Christ’s Teeth,C.K. Stead
Vol. 13 No. 19,10 October 1991,2058,"Gnawed by rats, burnt at Oxford",Claire Tomalin
Vol. 13 No. 19,10 October 1991,1883,Heavenly Cities,Daniel Aaron
Vol. 13 No. 19,10 October 1991,2761,Designing criminal policy,David Garland
Vol. 13 No. 19,10 October 1991,4693,Browning and Modernism,Donald Davie
Vol. 13 No. 19,10 October 1991,1574,Unlucky Jim,Julian Symons
Vol. 13 No. 19,10 October 1991,3256,Agro’s Aggro,Karl Miller
Vol. 13 No. 19,10 October 1991,654,Poem: ‘Unbegun’,Maggie York
Vol. 13 No. 19,10 October 1991,2161,Diary,Mary-Kay Wilmers
Vol. 13 No. 19,10 October 1991,2781,The Crumbling of Camelot,Peter Riddell
Vol. 13 No. 19,10 October 1991,2470,Cowboy Coups,Phillip Knightley
Vol. 13 No. 19,10 October 1991,2615,Jingling his spurs,P.N. Furbank
Vol. 13 No. 19,10 October 1991,2395,Grendel gongan,Richard North
Vol. 13 No. 19,10 October 1991,2099,Richardson’s Rex,Richard Wollheim
Vol. 13 No. 20,24 October 1991,322,Poem: ‘On Broadway’,Alistair Elliot
Vol. 13 No. 20,24 October 1991,2516,In praise of work,Dinah Birch
Vol. 13 No. 20,24 October 1991,3333,Cockaigne,Frank Kermode
Vol. 13 No. 20,24 October 1991,1525,Not nobody,Gabriele Annan
Vol. 13 No. 20,24 October 1991,2767,Can we have our money back?,Garret FitzGerald
Vol. 13 No. 20,24 October 1991,2650,Right-ons,Jenny Turner
Vol. 13 No. 20,24 October 1991,2366,Singer’s Last Word,John Bayley
Vol. 13 No. 20,24 October 1991,1334,Mr Baker should think again,Mark Bonham-Carter
Vol. 13 No. 20,24 October 1991,4558,Arms and Saddam,Norman Dombey
Vol. 13 No. 20,24 October 1991,1995,Right as pie,Paul Foot
Vol. 13 No. 20,24 October 1991,196,Poem: ‘Oscar’,Paul Muldoon
Vol. 13 No. 20,24 October 1991,2999,Homage to Wilson and Callaghan,Ross McKibbin
Vol. 13 No. 20,24 October 1991,2586,Tears before the storm,Ruth Bernard Yeazell
Vol. 13 No. 20,24 October 1991,4945,The Past and Future of the South African Communist party,R.W. Johnson
Vol. 13 No. 20,24 October 1991,2992,Not Making it,Stephen Fender
Vol. 13 No. 20,24 October 1991,1758,Round Things,T.J. Binyon
Vol. 13 No. 20,24 October 1991,2425,Diary,V.G. Kiernan
Vol. 13 No. 21,7 November 1991,267,Poem: ‘Investigations at the Public Baths’,Allen Curnow
Vol. 13 No. 21,7 November 1991,5038,Diary,Andrew Brighton
Vol. 13 No. 21,7 November 1991,2358,Ruling Imbecilities,Andrew Roberts
Vol. 13 No. 21,7 November 1991,3976,Creole Zones,Benedict Anderson
Vol. 13 No. 21,7 November 1991,2348,Harrison Rex,Carey Harrison
Vol. 13 No. 21,7 November 1991,6474,On the imagining of conspiracy,Christopher Hitchens
Vol. 13 No. 21,7 November 1991,2599,Bit by bit,David Lindley
Vol. 13 No. 21,7 November 1991,120,Poem: ‘Power Pictures’,David Wilson
Vol. 13 No. 21,7 November 1991,106,Poem: ‘In the street’,D.J. Enright
Vol. 13 No. 21,7 November 1991,1809,Fame at last,Elaine Showalter
